,isbn13,datepublished,totalrevenue,totalunits,price
65190,9788822811424.0,2017-08-13,4257,43,100.96842105263158
65191,9788822811448.0,2017-08-13,30047,305,100.11946902654867
65192,9788822818959.0,2017-09-05,2994,6,499.42105263157896
65193,9788822820136.0,2016-07-22,185752,1877,98.72727272727273
65194,9788822820136.0,2017-05-29,0,0,151.0
65195,9788822820389.0,2016-07-22,0,0,199.0
65196,9788822821263.0,2016-07-23,257190,2608,98.04057971014493
65197,9788822824653.0,2016-07-27,181997,1805,99.97540208136235
65198,9788822824905.0,2016-07-27,27604,282,98.39203354297693
65199,9788822827807.0,2012-10-13,2376,24,98.07407407407408
65200,9788822831507.0,2013-02-11,5978,122,74.0
65201,9788822831507.0,2019-09-18,33635,42,141.58666666666667
65202,9788822836717.0,2016-08-25,680,8,26.555555555555557
65203,9788822850751.0,2016-09-28,97632,987,99.86725663716814
65204,9788822865489.0,2016-11-16,247311,2472,99.93320610687023
65205,9788822865496.0,2016-11-16,134483,1346,99.28840436075322
65206,9788822870100.0,2016-11-26,394371,3965,100.18844696969697
65207,9788822883636.0,2017-01-01,226166,2294,99.01804368471035
65208,9788822883636.0,2017-07-09,594,6,99.0
65209,9788823502260.0,2013-03-07,25612,34,737.9615384615385
65210,9788823508729.0,2014-04-17,9180,11,840.5714285714286
65211,9788823515680.0,2016-04-28,1798,2,899.0
65212,9788823519978.0,2017-08-28,163150,136,1166.3493975903614
65213,9788823520066.0,2017-11-16,37366,34,1075.923076923077
65214,9788823520288.0,2017-09-07,202451,151,1274.5018867924528
65215,9788823521483.0,2018-03-01,8393,7,1199.0
65216,9788823522244.0,2018-05-10,13584,8,1698.0
65217,9788823526198.0,2019-11-07,1199,12,974.3
65218,9788825403077.0,2017-07-18,2594,6,419.0
65219,9788825407969.0,2019-01-29,0,0,714.0
65220,9788826001395.0,2018-06-30,0,0,599.0
65221,9788826001395.0,2018-07-31,0,0,599.0
65222,9788826001395.0,2018-08-31,0,0,599.0
65223,9788826001395.0,2018-10-01,0,0,587.5
65224,9788826001395.0,2018-10-31,0,0,562.6571428571428
65225,9788826001395.0,2018-11-30,0,0,599.0
65226,9788826001395.0,2018-12-31,0,0,550.6111111111111
65227,9788826001395.0,2019-01-31,0,0,595.95
65228,9788826001395.0,2019-06-30,0,0,589.4444444444445
65229,9788826001395.0,2019-11-30,0,0,579.1333333333333
65230,9788826001500.0,2018-02-28,0,0,499.0
65231,9788826001852.0,2018-03-01,0,0,99.0
65232,9788826001975.0,2018-03-01,0,0,99.0
65233,9788826001982.0,2018-03-01,0,0,99.0
65234,9788826002415.0,2018-03-01,0,0,99.0
65235,9788826002637.0,2018-03-01,0,0,499.0
65236,9788826011189.0,2017-01-31,85348,875,96.63446215139442
65237,9788826024233.0,2017-02-16,145794,1478,99.88218390804597
65238,9788826034232.0,2017-03-03,9387,210,192.79365079365078
65239,9788826044118.0,2018-04-22,0,0,399.0
65240,9788826044118.0,2019-09-18,1752,4,438.0
65241,9788826050362.0,2018-06-30,0,0,589.9811320754717
65242,9788826050362.0,2018-07-31,0,0,542.0
65243,9788826050362.0,2018-08-31,0,0,542.0
65244,9788826050362.0,2018-10-01,0,0,554.2142857142857
65245,9788826050362.0,2018-10-31,259,1,418.30555555555554
65246,9788826050362.0,2018-11-30,0,0,545.5172413793103
65247,9788826050362.0,2018-12-31,0,0,524.4166666666666
65248,9788826050362.0,2019-01-31,0,0,541.0
65249,9788826050362.0,2019-06-30,0,0,540.4
65250,9788826050362.0,2019-11-30,0,0,549.5945945945946
65251,9788826050485.0,2019-06-30,0,0,577.3448275862069
65252,9788826050485.0,2019-11-30,0,0,553.9166666666666
65253,9788826061528.0,2017-02-28,544484,5454,100.06916426512969
65254,9788826065045.0,2017-03-15,738426,7650,92.22097759674135
65255,9788826065045.0,2019-12-15,16630,157,103.01315789473684
65256,9788826065953.0,2017-09-21,305293,1049,288.7413793103448
65257,9788826066394.0,2019-10-05,9870,99,100.3
65258,9788826066493.0,2017-03-20,99,1,102.19047619047619
65259,9788826066967.0,2017-03-22,5286,15,300.6764705882353
65260,9788826070179.0,2017-04-01,129070,1284,99.53273137697516
65261,9788826089638.0,2017-03-15,0,0,104.0
65262,9788826090306.0,2017-10-02,2587,13,198.27272727272728
65263,9788826093468.0,2017-10-08,220,2,120.0
65264,9788826096377.0,2017-10-14,0,0,699.0
65265,9788826098470.0,2017-10-16,1593,7,220.42857142857142
65266,9788826401317.0,2017-09-12,199,1,192.5
65267,9788826416403.0,2018-06-30,2286,9,254.0
65268,9788826416403.0,2018-07-31,0,0,254.0
65269,9788826416403.0,2018-08-31,560,2,258.97222222222223
65270,9788826416403.0,2018-10-01,0,0,142.0
65271,9788826416403.0,2018-10-31,396,2,148.05405405405406
65272,9788826416403.0,2018-11-30,1524,6,255.27586206896552
65273,9788826416403.0,2018-12-31,254,1,261.1842105263158
65274,9788826416403.0,2019-01-31,1524,6,255.47619047619048
65275,9788826416403.0,2019-06-30,1524,6,244.875
65276,9788826430010.0,2018-02-28,0,0,499.0
65277,9788826448923.0,2017-06-06,396,4,99.0
65278,9788826448923.0,2018-08-12,198,2,99.0
65279,9788826465395.0,2017-08-31,0,0,129.0
65280,9788826467955.0,2018-02-26,198,2,99.0
65281,9788826471082.0,2018-02-27,0,0,499.0
65282,9788826471211.0,2018-02-27,0,0,499.0
65283,9788826471310.0,2018-02-27,0,0,231.0
65284,9788826474496.0,2017-07-01,0,0,0.0
65285,9788826474564.0,2017-07-01,0,0,150.0
65286,9788826474649.0,2017-07-01,0,0,156.4375
65287,9788826475141.0,2017-07-01,267,4,92.82978723404256
65288,9788826476100.0,2017-07-03,0,0,227.0
65289,9788826476247.0,2017-07-03,2376,26,84.85714285714286
65290,9788826477626.0,2017-07-03,796,6,187.42105263157896
65291,9788826477633.0,2017-07-03,1485,15,99.04716981132076
65292,9788826478401.0,2017-07-04,1959,25,96.7
65293,9788826479347.0,2017-07-06,0,0,199.0
65294,9788826479378.0,2017-07-06,0,0,199.0
65295,9788826479385.0,2017-07-06,796,4,199.0
65296,9788826479392.0,2017-07-06,0,0,155.5
65297,9788826479408.0,2017-07-06,26425,133,196.95054945054946
65298,9788826479415.0,2017-07-06,0,0,112.0
65299,9788826479422.0,2017-07-06,597,3,197.675
65300,9788826479439.0,2017-07-06,0,0,199.0
65301,9788826479453.0,2017-07-06,0,0,199.0
65302,9788826479514.0,2017-07-06,796,4,197.05
65303,9788826479521.0,2017-07-06,1990,10,197.50381679389312
65304,9788826479644.0,2017-07-07,1791,9,183.76923076923077
65305,9788826480879.0,2017-07-10,6138,62,95.64406779661017
65306,9788826481128.0,2017-07-11,42721,214,214.04933586337762
65307,9788826481371.0,2017-07-11,9966,112,97.30967741935484
65308,9788826483085.0,2017-07-15,0,0,166.0
65309,9788826483276.0,2017-07-17,74201,297,294.0144927536232
65310,9788826484167.0,2017-07-18,0,0,199.0
65311,9788826484181.0,2017-07-18,398,2,195.45098039215685
65312,9788826484198.0,2017-07-18,0,0,199.0
65313,9788826484211.0,2017-07-18,0,0,199.0
65314,9788826484228.0,2017-07-18,0,0,199.0
65315,9788826484259.0,2017-07-18,0,0,152.28
65316,9788826484266.0,2017-07-18,199,1,199.0
65317,9788826484273.0,2017-07-18,0,0,199.0
65318,9788826484341.0,2017-07-21,1197,3,399.0
65319,9788826484365.0,2017-07-20,6651,82,91.4410480349345
65320,9788826484396.0,2017-07-20,156446,1709,88.97688564476886
65321,9788826484402.0,2017-07-20,10662,108,95.95161290322581
65322,9788826484419.0,2017-07-20,1485,18,98.24590163934427
65323,9788826484426.0,2017-07-20,1386,14,97.03125
65324,9788826484440.0,2017-07-20,1980,20,94.38461538461539
65325,9788826484457.0,2017-07-20,1485,19,95.75409836065573
65326,9788826492773.0,2018-03-02,0,0,156.0
65327,9788826492810.0,2018-03-02,9192,88,101.11214953271028
65328,9788826492841.0,2018-03-02,693,7,99.0
65329,9788826495613.0,2017-09-27,1905,19,96.41666666666667
65330,9788826495644.0,2017-09-27,6830,83,100.22520107238606
65331,9788826495675.0,2017-10-15,3188,34,99.3529411764706
65332,9788827400302.0,2017-10-23,1393,7,199.0
65333,9788827409961.0,2019-10-28,0,0,79.0
65334,9788827501535.0,2018-03-07,0,0,339.0
65335,9788827501542.0,2018-03-07,499,1,499.0
65336,9788827506226.0,2017-10-31,16334,161,100.06153846153846
65337,9788827506271.0,2017-10-31,48789,603,89.71220159151194
65338,9788827506301.0,2017-10-30,806335,1419,94.94774346793349
65339,9788827506349.0,2017-10-31,21899,215,101.0519801980198
65340,9788827506356.0,2017-10-31,4950,50,100.25373134328358
65341,9788827508404.0,2017-10-31,0,0,103.4375
65342,9788827511121.0,2017-11-06,0,0,379.0
65343,9788827511770.0,2017-11-05,796,4,199.0
65344,9788827511862.0,2017-11-05,26720,167,182.28205128205127
65345,9788827513095.0,2017-11-07,0,0,199.0
65346,9788827513224.0,2017-11-07,6567,33,199.0
65347,9788827513347.0,2017-11-07,0,0,499.0
65348,9788827513378.0,2017-11-07,0,0,499.0
65349,9788827513385.0,2017-11-07,0,0,474.0
65350,9788827513408.0,2017-11-07,0,0,499.0
65351,9788827513484.0,2017-11-07,10149,51,199.0
65352,9788827513859.0,2017-11-08,6766,34,197.69230769230768
65353,9788827513965.0,2017-11-08,3069,31,100.24590163934427
65354,9788827513989.0,2017-11-08,2475,25,100.1063829787234
65355,9788827514009.0,2017-11-08,0,0,182.5
65356,9788827514023.0,2017-11-08,594,6,99.0
65357,9788827516683.0,2017-11-13,398,2,199.0
65358,9788827518496.0,2017-11-17,34081,173,198.5
65359,9788827518540.0,2017-11-18,0,0,99.0
65360,9788827520017.0,2017-11-21,0,0,542.0
65361,9788827520109.0,2017-11-21,0,0,455.0
65362,9788827520130.0,2017-11-21,0,0,370.0
65363,9788827520208.0,2017-11-21,0,0,292.0
65364,9788827520239.0,2017-11-21,0,0,499.0
65365,9788827520253.0,2017-11-21,0,0,499.0
65366,9788827520260.0,2017-11-21,0,0,399.0
65367,9788827520277.0,2017-11-21,0,0,379.0
65368,9788827520550.0,2017-11-21,0,0,299.0
65369,9788827520932.0,2017-11-22,0,0,99.0
65370,9788827521038.0,2017-11-22,3680,32,115.0
65371,9788827521076.0,2017-11-22,8159,41,203.07692307692307
65372,9788827521083.0,2017-11-22,0,0,192.2
65373,9788827521359.0,2017-11-22,0,0,164.0
65374,9788827521380.0,2017-11-22,3184,16,199.0
65375,9788827521700.0,2017-11-24,0,0,198.0
65376,9788827521717.0,2017-11-24,0,29,0.0
65377,9788827521830.0,2017-11-24,796,6,186.5625
65378,9788827521861.0,2017-11-24,0,0,180.36206896551724
65379,9788827522080.0,2017-11-23,0,0,199.0
65380,9788827522110.0,2017-11-23,0,0,204.66666666666666
65381,9788827522325.0,2017-11-24,13134,72,193.25714285714287
65382,9788827522479.0,2017-11-25,1089,18,99.0
65383,9788827523254.0,2017-11-27,0,0,0.0
65384,9788827523308.0,2017-11-27,0,0,199.0
65385,9788827523407.0,2017-11-27,5413,28,187.22222222222223
65386,9788827523483.0,2017-11-27,6447,28,225.6153846153846
65387,9788827523742.0,2017-11-28,0,0,202.0
65388,9788827523773.0,2017-11-28,796,4,188.94117647058823
65389,9788827523780.0,2017-11-28,0,0,299.0
65390,9788827524220.0,2017-11-28,9980,20,383.3157894736842
65391,9788827525272.0,2017-12-06,14359,146,99.84558823529412
65392,9788827525302.0,2017-11-30,0,0,199.0
65393,9788827525395.0,2017-11-30,22825,228,99.79285714285714
65394,9788827525753.0,2017-12-01,0,0,180.75
65395,9788827525777.0,2017-12-01,0,0,199.0
65396,9788827526064.0,2017-12-01,0,0,197.45454545454547
65397,9788827526583.0,2017-12-02,0,0,156.05263157894737
65398,9788827526668.0,2017-12-03,0,0,199.0
65399,9788827526781.0,2017-12-03,0,0,192.0
65400,9788827527474.0,2018-06-30,0,0,489.6923076923077
65401,9788827527474.0,2018-07-31,0,0,482.0
65402,9788827527474.0,2018-10-01,0,0,474.0
65403,9788827527474.0,2018-10-31,0,0,399.0
65404,9788827527474.0,2018-11-30,0,0,399.0
65405,9788827527474.0,2018-12-31,0,0,474.0
65406,9788827527474.0,2019-11-30,0,0,451.55555555555554
65407,9788827527504.0,2017-12-04,0,0,199.0
65408,9788827527566.0,2018-01-10,0,0,599.0
65409,9788827527566.0,2018-10-31,567,1,412.0
65410,9788827527566.0,2018-11-30,0,0,476.2068965517241
65411,9788827527566.0,2018-12-31,686,2,591.4722222222222
65412,9788827527566.0,2019-01-31,0,0,593.6666666666666
65413,9788827527566.0,2019-06-30,0,0,592.09375
65414,9788827527566.0,2019-11-30,0,0,539.6666666666666
65415,9788827527733.0,2017-12-04,0,0,194.75
65416,9788827527757.0,2017-12-04,7149,36,190.8
65417,9788827527870.0,2017-12-04,10206,63,180.86111111111111
65418,9788827528280.0,2017-12-05,0,0,186.5
65419,9788827528754.0,2017-12-06,297,3,99.2
65420,9788827528761.0,2017-12-06,0,0,188.73529411764707
65421,9788827528778.0,2017-12-06,3383,17,199.0
65422,9788827528785.0,2017-12-06,0,0,199.0
65423,9788827528792.0,2017-12-06,0,0,188.0
65424,9788827529119.0,2017-11-22,0,0,199.0
65425,9788827529447.0,2017-12-07,0,0,208.25
65426,9788827529454.0,2017-12-07,0,0,99.0
65427,9788827529461.0,2017-12-07,0,0,99.0
65428,9788827529508.0,2017-12-07,0,0,184.45714285714286
65429,9788827529522.0,2017-12-07,0,0,474.0
65430,9788827529782.0,2017-12-08,0,0,360.5
65431,9788827529812.0,2017-12-08,474,1,474.0
65432,9788827529829.0,2017-12-08,374,2,187.0
65433,9788827529966.0,2017-12-08,0,0,0.0
65434,9788827529997.0,2017-12-08,0,0,283.0
65435,9788827530047.0,2017-12-08,0,0,371.0
65436,9788827530054.0,2017-12-08,0,0,499.0
65437,9788827530122.0,2017-12-08,974,3,410.85185185185185
65438,9788827530207.0,2017-12-08,0,0,375.0
65439,9788827530238.0,2017-12-08,0,0,499.0
65440,9788827530382.0,2017-12-08,261,1,280.0
65441,9788827530399.0,2017-12-08,6144,27,228.42857142857142
65442,9788827530429.0,2017-12-08,0,0,499.0
65443,9788827530436.0,2017-12-08,0,0,255.0
65444,9788827530474.0,2017-12-08,0,0,468.625
65445,9788827530504.0,2017-12-08,0,0,282.0
65446,9788827530627.0,2017-12-08,0,0,499.0
65447,9788827530634.0,2017-12-07,605921,6244,95.58526011560694
65448,9788827530696.0,2017-12-08,0,0,474.0
65449,9788827530702.0,2017-12-08,338,2,169.0
65450,9788827530979.0,2017-12-08,20298,102,199.0
65451,9788827530986.0,2017-12-08,5373,27,235.30769230769232
65452,9788827531044.0,2017-12-08,92303,464,195.75
65453,9788827531365.0,2017-12-09,0,0,99.0
65454,9788827531389.0,2017-12-09,735,7,102.14285714285714
65455,9788827531501.0,2017-12-09,5970,30,199.0
65456,9788827531518.0,2017-12-09,0,0,199.0
65457,9788827531594.0,2017-12-09,0,0,184.48
65458,9788827532058.0,2017-12-10,0,0,182.0
65459,9788827532201.0,2017-12-10,297,3,99.0
65460,9788827532447.0,2017-12-11,10594,58,170.22222222222223
65461,9788827532461.0,2017-12-11,398,2,199.0
65462,9788827532898.0,2017-12-11,0,2,74.25
65463,9788827532928.0,2017-12-10,6567,33,177.9090909090909
65464,9788827533284.0,2017-12-12,0,0,175.85714285714286
65465,9788827533703.0,2017-12-12,0,0,99.0
65466,9788827537268.0,2017-12-18,99,1,99.0
65467,9788827538012.0,2017-12-19,0,0,99.0
65468,9788827539293.0,2017-12-21,699,1,748.625
65469,9788827542095.0,2017-12-28,0,0,99.0
65470,9788827542651.0,2017-12-29,0,0,129.0
65471,9788827544211.0,2018-01-03,1926,10,316.05454545454546
65472,9788827544501.0,2018-01-03,116206,1156,99.64185393258427
65473,9788827546994.0,2018-04-10,21944,148,403.6666666666667
65474,9788827549063.0,2018-01-10,231,2,102.66666666666667
65475,9788827553275.0,2018-01-17,0,0,99.0
65476,9788827553299.0,2018-01-17,0,0,99.0
65477,9788827553329.0,2018-01-17,0,0,99.0
65478,9788827553336.0,2018-01-17,0,0,118.0
65479,9788827553916.0,2017-10-12,14330,115,192.75193798449612
65480,9788827556429.0,2018-01-22,891,9,99.0
65481,9788827559888.0,2018-01-28,0,0,239.0
65482,9788827560075.0,2018-01-29,0,0,399.0
65483,9788827560990.0,2018-01-30,4658,20,247.77777777777777
65484,9788827561058.0,2018-01-31,0,0,278.0
65485,9788827562345.0,2018-02-01,0,0,99.0
65486,9788827562369.0,2018-02-01,0,0,99.0
65487,9788827562826.0,2018-02-01,0,0,99.0
65488,9788827562840.0,2018-02-01,0,0,156.0
65489,9788827562864.0,2018-02-01,0,0,99.0
65490,9788827564141.0,2018-02-04,0,0,99.0
65491,9788827566220.0,2018-02-08,4415,44,100.2797619047619
65492,9788827568095.0,2018-02-13,0,0,99.0
65493,9788827568149.0,2018-02-13,0,0,184.0
65494,9788827568187.0,2018-02-13,0,0,151.0
65495,9788827568262.0,2018-02-13,0,0,99.0
65496,9788827569283.0,2018-02-13,0,0,99.0
65497,9788827569290.0,2018-02-13,495,5,93.21052631578948
65498,9788827569306.0,2018-02-13,0,0,151.0
65499,9788827569849.0,2018-02-13,0,0,99.0
65500,9788827569863.0,2018-02-13,0,0,99.0
65501,9788827569887.0,2018-02-13,0,0,0.0
65502,9788827570067.0,2018-02-13,0,0,199.0
65503,9788827570388.0,2018-02-14,5748,57,100.34615384615384
65504,9788827570418.0,2018-02-14,0,0,99.0
65505,9788827572238.0,2018-02-17,198,2,99.0
65506,9788827573075.0,2015-05-26,0,0,299.0
65507,9788827573075.0,2018-05-01,55143,333,201.12350597609563
65508,9788827573242.0,2018-02-17,5174,26,199.0
65509,9788827575147.0,2018-05-08,12966,108,110.53398058252426
65510,9788827578438.0,2018-02-23,0,0,99.0
65511,9788827578445.0,2018-02-23,0,0,99.0
65512,9788827578483.0,2018-02-23,297,3,99.0
65513,9788827578599.0,2018-02-23,0,0,99.0
65514,9788827578650.0,2018-02-23,0,0,99.0
65515,9788827578667.0,2018-02-23,0,0,99.0
65516,9788827578674.0,2018-02-23,0,0,99.0
65517,9788827578681.0,2018-02-23,0,0,99.0
65518,9788827578704.0,2018-02-23,0,0,99.0
65519,9788827578810.0,2018-02-23,99,1,99.0
65520,9788827579879.0,2018-02-24,0,0,99.0
65521,9788827579909.0,2018-02-24,0,0,99.0
65522,9788827579916.0,2018-02-24,0,0,99.0
65523,9788827579923.0,2018-02-24,0,0,99.0
65524,9788827579930.0,2018-02-24,0,0,99.0
65525,9788827579947.0,2018-02-24,0,0,99.0
65526,9788827579961.0,2018-02-24,0,0,99.0
65527,9788827579978.0,2018-02-24,0,0,99.0
65528,9788827579992.0,2018-02-24,0,0,99.0
65529,9788827580035.0,2018-02-24,0,0,237.0
65530,9788827580332.0,2018-02-24,0,0,150.0
65531,9788827580424.0,2018-02-24,198,2,99.0
65532,9788827583166.0,2018-06-30,0,0,374.5
65533,9788827583166.0,2018-07-31,0,0,375.0
65534,9788827583166.0,2018-08-31,0,0,375.0
65535,9788827583166.0,2018-10-01,0,0,423.0
65536,9788827583166.0,2018-10-31,375,1,380.8378378378378
65537,9788827583166.0,2018-11-30,0,0,599.9310344827586
65538,9788827583166.0,2018-12-31,599,1,578.6842105263158
65539,9788827583166.0,2019-01-31,1198,2,593.2857142857143
65540,9788827583166.0,2019-06-30,0,0,397.1
65541,9788827583173.0,2018-01-10,740,2,370.0
65542,9788827583173.0,2018-11-30,285,1,285.6666666666667
65543,9788827583173.0,2018-12-31,0,0,294.3333333333333
65544,9788827583173.0,2019-01-31,0,0,305.7142857142857
65545,9788827583173.0,2019-06-30,0,0,347.38709677419354
65546,9788827583173.0,2019-11-30,0,0,329.925
65547,9788827583210.0,2018-01-10,2394,6,399.0
65548,9788827583210.0,2018-06-30,25677,63,404.7931034482759
65549,9788827583210.0,2018-07-31,1995,5,399.0
65550,9788827583210.0,2018-08-31,5274,13,402.22222222222223
65551,9788827583210.0,2018-10-01,1596,4,399.0
65552,9788827583210.0,2018-10-31,0,0,406.2972972972973
65553,9788827583210.0,2018-11-30,0,0,399.0
65554,9788827583210.0,2018-12-31,798,2,396.775
65555,9788827583210.0,2019-01-31,1995,5,400.5
65556,9788827583210.0,2019-06-30,0,0,418.96875
65557,9788827583814.0,2018-01-10,0,0,480.0
65558,9788827583814.0,2018-12-31,620,2,398.625
65559,9788827583814.0,2019-01-31,0,0,433.7
65560,9788827583814.0,2019-06-30,1002,2,462.0740740740741
65561,9788827583814.0,2019-11-30,0,0,460.4
65562,9788827583852.0,2018-06-30,264,1,269.15384615384613
65563,9788827583852.0,2018-07-31,0,0,264.60869565217394
65564,9788827583852.0,2018-08-31,0,0,260.7142857142857
65565,9788827583852.0,2018-10-01,0,0,285.0
65566,9788827583852.0,2018-10-31,0,0,285.64864864864865
65567,9788827583852.0,2018-11-30,0,0,247.17241379310346
65568,9788827583852.0,2018-12-31,0,0,270.43589743589746
65569,9788827583852.0,2019-01-31,0,0,261.0
65570,9788827583852.0,2019-06-30,0,0,233.9189189189189
65571,9788827583852.0,2019-11-30,0,0,233.45
65572,9788827583883.0,2018-06-30,0,0,511.1090909090909
65573,9788827583883.0,2018-07-31,0,0,508.0
65574,9788827583883.0,2018-08-31,946,2,495.3611111111111
65575,9788827583883.0,2018-10-01,0,0,473.0
65576,9788827583883.0,2018-10-31,0,0,473.0
65577,9788827583883.0,2018-11-30,0,0,509.7586206896552
65578,9788827583883.0,2018-12-31,0,0,489.675
65579,9788827583883.0,2019-01-31,0,0,511.6818181818182
65580,9788827583883.0,2019-06-30,0,0,489.23333333333335
65581,9788827583883.0,2019-11-30,0,0,499.35555555555555
65582,9788827584347.0,2018-01-10,0,0,470.0
65583,9788827584347.0,2019-01-31,0,0,471.5
65584,9788827584347.0,2019-06-30,0,0,422.08
65585,9788827584460.0,2018-01-10,0,0,399.0
65586,9788827584460.0,2018-11-30,505,1,505.0
65587,9788827584460.0,2018-12-31,0,0,496.5263157894737
65588,9788827584460.0,2019-01-31,0,0,419.1
65589,9788827584460.0,2019-06-30,0,0,401.5806451612903
65590,9788827584460.0,2019-11-30,0,0,387.1
65591,9788827584620.0,2018-01-10,0,0,330.0
65592,9788827584620.0,2018-12-31,0,0,420.85714285714283
65593,9788827584620.0,2019-01-31,0,0,391.7368421052632
65594,9788827584620.0,2019-06-30,0,0,372.64285714285717
65595,9788827584620.0,2019-11-30,0,0,297.42857142857144
65596,9788827584668.0,2018-06-30,798,2,476.45283018867923
65597,9788827584668.0,2018-07-31,0,0,399.0
65598,9788827584668.0,2018-08-31,1692,3,423.80555555555554
65599,9788827584668.0,2018-10-01,0,0,395.2142857142857
65600,9788827584668.0,2018-10-31,1197,3,398.44444444444446
65601,9788827584668.0,2018-11-30,0,0,379.0
65602,9788827584668.0,2018-12-31,0,0,385.30555555555554
65603,9788827584668.0,2019-01-31,0,0,433.8
65604,9788827584668.0,2019-06-30,0,0,534.2608695652174
65605,9788827584668.0,2019-11-30,0,0,543.9428571428572
65606,9788827584705.0,2018-06-30,0,0,374.45283018867923
65607,9788827584705.0,2018-07-31,0,0,375.0
65608,9788827584705.0,2018-08-31,0,0,341.02777777777777
65609,9788827584705.0,2018-10-01,0,0,327.92857142857144
65610,9788827584705.0,2018-10-31,0,0,339.3333333333333
65611,9788827584705.0,2018-11-30,0,0,380.3103448275862
65612,9788827584705.0,2018-12-31,0,0,376.0
65613,9788827584705.0,2019-01-31,0,0,377.0
65614,9788827584705.0,2019-06-30,0,0,286.2758620689655
65615,9788827584705.0,2019-11-30,0,0,347.8285714285714
65616,9788827586709.0,2018-01-10,0,0,379.0
65617,9788827586709.0,2018-12-31,0,0,379.0
65618,9788827586709.0,2019-01-31,0,0,415.27272727272725
65619,9788827586709.0,2019-06-30,0,0,367.55172413793105
65620,9788827586709.0,2019-11-30,0,0,380.8205128205128
65621,9788827586716.0,2018-01-10,1798,5,359.3333333333333
65622,9788827586716.0,2018-06-30,1755,5,352.14814814814815
65623,9788827586716.0,2018-07-31,0,0,351.1304347826087
65624,9788827586716.0,2018-08-31,351,1,356.5
65625,9788827586716.0,2018-10-01,1080,3,360.0
65626,9788827586716.0,2018-10-31,0,0,360.0
65627,9788827586716.0,2018-11-30,0,0,369.37931034482756
65628,9788827586716.0,2018-12-31,2520,7,359.92105263157896
65629,9788827586716.0,2019-01-31,720,2,360.0
65630,9788827586716.0,2019-06-30,2520,7,360.62857142857143
65631,9788827586990.0,2018-01-10,0,0,379.0
65632,9788827587003.0,2019-06-30,0,0,413.56
65633,9788827587300.0,2018-06-30,1418,4,346.85185185185185
65634,9788827587300.0,2018-07-31,0,0,341.0
65635,9788827587300.0,2018-08-31,0,0,352.25
65636,9788827587300.0,2018-10-01,0,0,383.85714285714283
65637,9788827587300.0,2018-10-31,0,0,370.05405405405406
65638,9788827587300.0,2018-11-30,0,0,359.17857142857144
65639,9788827587300.0,2018-12-31,0,0,365.2894736842105
65640,9788827587300.0,2019-01-31,0,0,352.25
65641,9788827587300.0,2019-06-30,0,0,254.70967741935485
65642,9788827587300.0,2019-11-30,0,0,374.175
65643,9788827587324.0,2018-01-10,0,0,375.0
65644,9788827587324.0,2018-10-01,0,0,596.7
65645,9788827587324.0,2018-10-31,822,3,313.48148148148147
65646,9788827587324.0,2018-11-30,0,0,298.25
65647,9788827587348.0,2018-06-30,6418,21,462.85714285714283
65648,9788827587348.0,2018-07-31,0,0,479.0869565217391
65649,9788827587348.0,2018-08-31,0,0,466.27777777777777
65650,9788827587348.0,2018-10-01,0,0,409.7142857142857
65651,9788827587348.0,2018-10-31,0,0,455.72222222222223
65652,9788827587348.0,2018-11-30,0,0,473.48275862068965
65653,9788827587348.0,2018-12-31,0,0,439.24242424242425
65654,9788827587348.0,2019-01-31,1596,4,402.36842105263156
65655,9788827587348.0,2019-06-30,0,0,427.25925925925924
65656,9788827587348.0,2019-11-30,0,0,488.32142857142856
65657,9788827587379.0,2018-01-10,0,0,379.0
65658,9788827587379.0,2018-10-01,0,0,370.0
65659,9788827587379.0,2018-10-31,0,0,370.2432432432432
65660,9788827587379.0,2018-11-30,0,0,378.7931034482759
65661,9788827587379.0,2018-12-31,0,0,379.8974358974359
65662,9788827587379.0,2019-01-31,0,0,382.42857142857144
65663,9788827587379.0,2019-06-30,0,0,381.39473684210526
65664,9788827587379.0,2019-11-30,0,0,304.9024390243902
65665,9788827587393.0,2018-01-10,0,0,337.0
65666,9788827587393.0,2018-11-30,0,0,328.0
65667,9788827587393.0,2018-12-31,0,0,327.5263157894737
65668,9788827587393.0,2019-01-31,0,0,328.0
65669,9788827587393.0,2019-06-30,0,0,335.5483870967742
65670,9788827587393.0,2019-11-30,0,0,350.35
65671,9788827587416.0,2018-01-10,0,0,377.0
65672,9788827587416.0,2018-07-31,0,0,402.95238095238096
65673,9788827587416.0,2018-08-31,0,0,365.75
65674,9788827587416.0,2018-10-01,0,0,138.57142857142858
65675,9788827587416.0,2018-10-31,272,2,157.44444444444446
65676,9788827587416.0,2018-11-30,0,0,295.0344827586207
65677,9788827587416.0,2018-12-31,0,0,373.0
65678,9788827587416.0,2019-01-31,0,0,377.0
65679,9788827587416.0,2019-06-30,0,0,373.1666666666667
65680,9788827588246.0,2017-12-04,199,1,170.5
65681,9788827589311.0,2018-06-30,2396,4,599.8214285714286
65682,9788827589311.0,2018-07-31,0,0,598.304347826087
65683,9788827589311.0,2018-08-31,0,0,571.2222222222222
65684,9788827589311.0,2018-10-01,0,0,399.0
65685,9788827589311.0,2018-10-31,0,0,416.2972972972973
65686,9788827589311.0,2018-11-30,0,0,378.62068965517244
65687,9788827589311.0,2018-12-31,0,0,372.3783783783784
65688,9788827589311.0,2019-01-31,0,0,384.14285714285717
